112,Timothy English,Bulldogs,1,82
112,Cameron Guthrie,Cats,1,82
112,Dan Houston,Power,1,82
112,Patrick Lipinski,Bulldogs,1,82
117,Jonathon Ceglar,Hawks,1,81
117,Orazio Fantasia,Power,1,81
117,Darcy Parish,Bombers,1,81
117,Jack Redden,Eagles,1,81
117,Sebastian Ross,Saints,1,81
122,Willem Drew,Power,1,80
122,Isaac Heeney,Swans,1,80
122,James Jordan,Demons,1,80
122,Josh Rotham,Eagles,1,80
122,Paul Seedsman,Crows,1,80
127,Shaun Atley,Kangaroos,1,79
127,Zak Butters,Power,1,79
127,Jack Bytel,Saints,1,79
127,Jack Madgen,Magpies,1,79
127,Dylan Shiel,Bombers,1,79
127,Thomas Stewart,Cats,1,79
133,Isaac Cumming,Giants,1,78
133,Sam Draper,Bombers,1,78
133,Hugh McCluggage,Lions,1,78
133,Jeremy McGovern,Eagles,1,78
133,Dane Rampe,Swans,1,78
133,Jack Steele,Saints,1,78
139,Shai Bolton,Tigers,1,77
139,Mason Cox,Magpies,1,77
139,Aaron Naughton,Bulldogs,1,77
139,Bradley Sheppard,Eagles,1,77
143,Kyle Langford,Bombers,1,76
143,Jake Lloyd,Swans,1,76
143,Oscar McInerney,Lions,1,76
146,Michael Gibbons,Blues,1,75
146,Ben King,Suns,1,75
148,Karl Amon,Power,1,74
148,Liam Duggan,Eagles,1,74
148,Jarman Impey,Hawks,1,74
151,Nick Blakey,Swans,1,73
151,Mark Blicavs,Cats,1,73
151,Angus Brayshaw,Demons,1,73
151,Ryan Burton,Power,1,73
151,Josh Caddy,Tigers,1,73
151,Max Gawn,Demons,1,73
151,Toby Greene,Giants,1,73
151,Nick Haynes,Giants,1,73
151,Joel Selwood,Cats,1,73
151,Will Setterfield,Blues,1,73
161,Luke Breust,Hawks,1,72
161,Nicholas Coffield,Saints,1,72
161,Lachlan Fogarty,Blues,1,72
161,Daniel Howe,Hawks,1,72
161,Lincoln McCarthy,Lions,1,72
161,David Mundy,Dockers,1,72
167,Harrison Himmelberg,Giants,1,71
167,Jake Kolodjashnij,Cats,1,71
167,Anthony McDonald-Tipungwuti,Bombers,1,71
167,Jackson Nelson,Eagles,1,71
167,Wil Powell,Suns,1,71
167,Charlie Spargo,Demons,1,71
167,Sam Switkowski,Dockers,1,71
167,Hayden Young,Dockers,1,71
175,Andrew Gaff,Eagles,1,70
175,Liam Shiels,Hawks,1,70
175,Tarryn Thomas,Kangaroos,1,70
178,Jack Darling,Eagles,1,69
178,Brodie Smith,Crows,1,69
178,Adam Tomlinson,Demons,1,69
178,Sam Wicks,Swans,1,69
182,Taylor Adams,Magpies,1,68
182,Jack Higgins,Saints,1,68
182,Jeremy Howe,Magpies,1,68
182,Stefan Martin,Bulldogs,1,68
182,Touk Miller,Suns,1,68
182,Lachie Neale,Lions,1,68
182,Tom Papley,Swans,1,68
182,Tom Powell,Kangaroos,1,68
190,Shaun Higgins,Cats,1,67
190,Changkuoth Jiath,Hawks,1,67
190,Matthew Taberner,Dockers,1,67
190,James Worpel,Hawks,1,67
194,Noah Anderson,Suns,1,66
194,Bayley Fritsch,Demons,1,66
194,Sam Menegola,Cats,1,66
194,Brody Mihocek,Magpies,1,66
194,Marc Pittonet,Blues,1,66
194,Christian Salem,Demons,1,66
200,Lachlan Ash,Giants,1,65
200,Darcy Byrne-Jones,Power,1,65
200,Tom Clurey,Power,1,65
200,Tom Doedee,Crows,1,65
200,Zac Fisher,Blues,1,65
200,Robbie Gray,Power,1,65
200,Logan McDonald,Swans,1,65
200,Harry Schoenberg,Crows,1,65
200,Jy Simpkin,Kangaroos,1,65
200,Will Snelling,Bombers,1,65
200,Rhys Stanley,Cats,1,65
200,Laitham Vandermeer,Bulldogs,1,65
212,Paddy Dow,Blues,1,64
212,Jack Mahony,Kangaroos,1,64
212,Jared Polec,Kangaroos,1,64
212,Devon Smith,Bombers,1,64
216,Brayden Ham,Bombers,1,63
216,Harrison Jones,Bombers,1,63
216,Sean Lemmens,Suns,1,63
216,Ben Long,Saints,1,63
216,Darcy Macpherson,Suns,1,63
216,Gryan Miers,Cats,1,63
222,Oliver Hanrahan,Hawks,1,62
222,Tom Highmore,Saints,1,62
222,Liam Ryan,Eagles,1,62
222,Alex Sexton,Suns,1,62
226,Daniel Butler,Saints,1,61
226,Jordan Dawson,Swans,1,61
226,Jordan De Goey,Magpies,1,61
226,Oliver Florent,Swans,1,61
226,Bradley Hill,Saints,1,61
226,Peter Ladhams,Power,1,61
226,Connor Menadue,Kangaroos,1,61
226,Peter Wright,Bombers,1,61
234,James Aish,Dockers,1,60
234,Jarrod Berry,Lions,1,60
234,Jason Castagna,Tigers,1,60
234,Ethan Hughes,Dockers,1,60
234,Lachlan Keeffe,Giants,1,60
234,Harry McKay,Blues,1,60
234,Xavier O'Neill,Eagles,1,60
241,Josh P. Kennedy,Swans,1,59
241,Isaac Quaynor,Magpies,1,59
241,Jack Sinclair,Saints,1,59
241,Tom Sparrow,Demons,1,59
241,Adam Treloar,Bulldogs,1,59
246,Zac Bailey,Lions,1,58
246,Jamie Elliott,Magpies,1,58
246,Nathan Jones,Demons,1,58
246,Jack Lonie,Saints,1,58
246,Dom Tyson,Kangaroos,1,58
251,Shaun Burgoyne,Hawks,1,57
251,Sam Frost,Hawks,1,57
251,Nicholas Naitanui,Eagles,1,57
251,Jordan Roughead,Magpies,1,57
251,Chad Warner,Swans,1,57
256,Dougal Howard,Saints,1,56
256,Joshua Kennedy,Eagles,1,56
256,Oscar McDonald,Blues,1,56
256,Sam Petrevski-Seton,Blues,1,56
256,Daniel Rioli,Tigers,1,56
256,Lachlan Schultz,Dockers,1,56
262,Tyler Brown,Magpies,1,55
262,Bailey Dale,Bulldogs,1,55
262,Tom Hawkins,Cats,1,55
262,Todd Marshall,Power,1,55
262,Toby Nankervis,Tigers,1,55
262,Alex Neal-Bullen,Demons,1,55
262,Kysaiah Pickett,Demons,1,55
262,Sam Reid,Swans,1,55
262,Mitch Robinson,Lions,1,55
262,Jacob Weitering,Blues,1,55
262,Lachie Young,Kangaroos,1,55
273,Jordan Clark,Cats,1,54
273,Matthew De Boer,Giants,1,54
273,Ryan Gardner,Bulldogs,1,54
273,Ned McHenry,Crows,1,54
273,Lachlan Murphy,Crows,1,54
273,Marc Murphy,Blues,1,54
279,Miles Bergman,Power,1,53
279,Travis Colyer,Dockers,1,53
279,Xavier Duursma,Power,1,53
279,Hugh Greenwood,Suns,1,53
279,Zach Guthrie,Cats,1,53
284,Riley Bonner,Power,1,52
284,Ian Hill,Giants,1,52
284,Luke Jackson,Demons,1,52
284,Zac Langdon,Eagles,1,52
284,Lochie O'Brien,Blues,1,52
284,Tim O'Brien,Hawks,1,52
284,Mason Redman,Bombers,1,52
284,Anthony Scott,Bulldogs,1,52
284,Josh Thomas,Magpies,1,52
293,Tom Atkins,Cats,1,51
293,Josh Battle,Saints,1,51
293,Connor Blakely,Dockers,1,51
293,Reilly O'Brien,Crows,1,51
293,Marlion Pickett,Tigers,1,51
298,Sam Berry,Crows,1,50
298,Will Brodie,Suns,1,50
300,Noah Balta,Tigers,1,49
300,Grant Birchall,Lions,1,49
300,Tom Green,Giants,1,49
300,Lachlan Henderson,Cats,1,49
300,Tom McCartin,Swans,1,49
305,Jake Aarts,Tigers,1,48
305,Luke Dahlhaus,Cats,1,48
305,Jimmy Webster,Saints,1,48
308,Kamdyn Mcintosh,Tigers,1,47
308,Ben McKay,Kangaroos,1,47
308,Mark O'Connor,Cats,1,47
311,Braeden Campbell,Swans,1,46
311,Aidan Corr,Kangaroos,1,46
311,Daniel McKenzie,Saints,1,46
311,Lachlan Plowman,Blues,1,46
311,Joshua Walker,Kangaroos,1,46
316,Tyler Brockman,Hawks,1,45
316,Joe Daniher,Lions,1,45
316,Thomas Jonas,Power,1,45
316,Jack Ross,Tigers,1,45
320,Aliir Aliir,Power,1,44
320,Harris Andrews,Lions,1,44
320,Jack Buckley,Giants,1,44
320,Connor Budarick,Suns,1,44
320,Keidean Coleman,Lions,1,44
320,Charlie Dixon,Power,1,44
320,Aaron Francis,Bombers,1,44
320,Paul Hunter,Saints,1,44
320,Jacob Koschitzke,Hawks,1,44
320,Andrew McPherson,Crows,1,44
330,Brennan Cox,Dockers,1,43
330,Kayne Turner,Kangaroos,1,43
332,Reece Conca,Dockers,1,42
332,Tom Lynch,Tigers,1,42
332,Harry Sharp,Lions,1,42
335,Aiden Bonar,Kangaroos,1,41
335,Nicholas Holman,Suns,1,41
335,Cale Hooker,Bombers,1,41
335,Will Hoskin-Elliott,Magpies,1,41
335,Trent Rivers,Demons,1,41
335,Mitchell Wallis,Bulldogs,1,41
335,Cameron Zurhaar,Kangaroos,1,41
342,Jayden Laverde,Bombers,1,40
342,Jack Silvagni,Blues,1,40
344,Blake Acres,Dockers,1,39
344,David Astbury,Tigers,1,39
344,Charlie Cameron,Lions,1,39
344,Jack Payne,Lions,1,39
348,Levi Casboult,Blues,1,38
348,Harry Cunningham,Swans,1,38
348,Jayden Hunt,Demons,1,38
348,Connor Idun,Giants,1,38
348,Neville Jetta,Demons,1,38
348,Sam Taylor,Giants,1,38
348,Tom Williamson,Blues,1,38
355,Will Hamill,Crows,1,37
355,Izak Rankine,Suns,1,37
357,Callum Ah Chee,Lions,1,36
357,Phil Davis,Giants,1,36
357,Shane McAdam,Crows,1,36
357,Callum Wilkie,Saints,1,36
361,Jordon Butts,Crows,1,35
361,Dylan Grimes,Tigers,1,35
361,Liam Henry,Dockers,1,35
361,Josh Jenkins,Cats,1,35
361,Ryan Lester,Lions,1,35
361,Brayden Sier,Magpies,1,35
361,Nick Vlastuin,Tigers,1,35
368,Ned Cahill,Bombers,1,34
369,Kane Farrell,Power,1,33
369,Curtis Taylor,Kangaroos,1,33
371,Joel Hamling,Dockers,1,32
371,Kyle Hartigan,Hawks,1,32
371,Shaun McKernan,Saints,1,32
374,Jed Bews,Cats,1,31
374,Stefan Giro,Dockers,1,31
374,Liam Jones,Blues,1,31
374,Hayden McLean,Swans,1,31
374,Gary Rohan,Cats,1,31
374,Brandon Starcevich,Lions,1,31
374,Tobe Watson,Dockers,1,31
381,Mitchell Hinge,Crows,1,30
382,Tanner Bruhn,Giants,1,29
382,Sam Day,Suns,1,29
382,Eric Hipwood,Lions,1,29
385,Nathan Broad,Tigers,1,28
385,Jack Petruccelle,Eagles,1,28
387,Nikolas Cox,Bombers,1,27
387,Tom Rockliff,Power,1,27
389,Lachlan McNeil,Bulldogs,1,26
389,Lloyd Meek,Dockers,1,26
391,Liam Baker,Tigers,1,25
391,Charlie Constable,Cats,1,25
393,Nick Larkey,Kangaroos,1,24
393,Samuel Reid,Giants,1,24
393,Nathan Vardy,Eagles,1,24
396,Luke Brown,Crows,1,21
396,Tom Fullarton,Lions,1,21
398,Josh Daicos,Magpies,1,19
399,Jake Kelly,Crows,1,18
400,Matt Rowell,Suns,1,16
400,Trey Ruscoe,Magpies,1,16
402,Oliver Henry,Magpies,1,15
403,Charlie Lazzaro,Kangaroos,1,10
404,Alex Pearce,Dockers,1,7
